Time;Consumption;;
19.1.2022 23.00;4,5;;
20.1.2022 0.00;4,69;;
20.1.2022 1.00;1,01;;
20.1.2022 2.00;1,04;;
20.1.2022 3.00;0,9;;
20.1.2022 4.00;0,94;;
20.1.2022 5.00;0,92;;
20.1.2022 6.00;1,69;;
20.1.2022 7.00;1,66;;
20.1.2022 8.00;0,93;;
20.1.2022 9.00;0,79;;
20.1.2022 10.00;1,08;;
20.1.2022 11.00;1,19;;
20.1.2022 12.00;2,3;;
20.1.2022 13.00;1,58;;
20.1.2022 14.00;1,04;;
20.1.2022 15.00;0,47;;
20.1.2022 16.00;0,54;;
20.1.2022 17.00;1,38;;
20.1.2022 18.00;0,71;;
20.1.2022 19.00;0,95;;
20.1.2022 20.00;1,07;;
20.1.2022 21.00;0,69;;
20.1.2022 22.00;4,05;;
20.1.2022 23.00;4,45;;
21.1.2022 0.00;4,66;;
21.1.2022 1.00;5,07;;
21.1.2022 2.00;1,75;;
21.1.2022 3.00;0,89;;
21.1.2022 4.00;0,29;;
21.1.2022 5.00;0,75;;
21.1.2022 6.00;2,41;;
21.1.2022 7.00;2,11;;
21.1.2022 8.00;2,69;;
21.1.2022 9.00;1,23;;
21.1.2022 10.00;1,4;;
21.1.2022 11.00;1,4;;
21.1.2022 12.00;0,93;;
21.1.2022 13.00;0,88;;
21.1.2022 14.00;0,48;;
21.1.2022 15.00;0,4;;
21.1.2022 16.00;0,47;;
21.1.2022 17.00;0,68;;
21.1.2022 18.00;0,62;;
21.1.2022 19.00;0,61;;
21.1.2022 20.00;0,57;;
21.1.2022 21.00;0,67;;
21.1.2022 22.00;3;;
21.1.2022 23.00;5,16;;
22.1.2022 0.00;5,38;;
22.1.2022 1.00;1,7;;
22.1.2022 2.00;1,24;;
22.1.2022 3.00;1,87;;
22.1.2022 4.00;1,75;;
22.1.2022 5.00;1,48;;
22.1.2022 6.00;2,36;;
22.1.2022 7.00;1,79;;
22.1.2022 8.00;1,98;;
22.1.2022 9.00;1,21;;
22.1.2022 10.00;2,03;;
22.1.2022 11.00;1,96;;
22.1.2022 12.00;2,5;;
22.1.2022 13.00;3,02;;
22.1.2022 14.00;2,65;;
22.1.2022 15.00;1,81;;
22.1.2022 16.00;0,72;;
22.1.2022 17.00;3,22;;
22.1.2022 18.00;2,54;;
22.1.2022 19.00;1,96;;
22.1.2022 20.00;2,1;;
22.1.2022 21.00;1,88;;
22.1.2022 22.00;5,58;;
22.1.2022 23.00;4,87;;
23.1.2022 0.00;3,81;;
23.1.2022 1.00;1,77;;
23.1.2022 2.00;1,32;;
23.1.2022 3.00;0,85;;
23.1.2022 4.00;0,49;;
23.1.2022 5.00;0,38;;
23.1.2022 6.00;0,37;;
23.1.2022 7.00;0,35;;
23.1.2022 8.00;0,56;;
23.1.2022 9.00;0,77;;
23.1.2022 10.00;1,55;;
23.1.2022 11.00;1,33;;
23.1.2022 12.00;0,54;;
23.1.2022 13.00;1,34;;
23.1.2022 14.00;0,96;;
23.1.2022 15.00;0,45;;
23.1.2022 16.00;0,81;;
23.1.2022 17.00;0,58;;
23.1.2022 18.00;1,35;;
23.1.2022 19.00;1,94;;
23.1.2022 20.00;1,68;;
23.1.2022 21.00;1,25;;
23.1.2022 22.00;1,11;;
23.1.2022 23.00;4,52;;
24.1.2022 0.00;4,45;;
24.1.2022 1.00;3,68;;
24.1.2022 2.00;2,44;;
24.1.2022 3.00;0,67;;
24.1.2022 4.00;0,31;;
24.1.2022 5.00;0,16;;
24.1.2022 6.00;0,17;;
24.1.2022 7.00;0,71;;
24.1.2022 8.00;0,57;;
24.1.2022 9.00;1,02;;
24.1.2022 10.00;1,03;;
24.1.2022 11.00;0,9;;
24.1.2022 12.00;0,46;;
24.1.2022 13.00;0,22;;
24.1.2022 14.00;0,23;;
24.1.2022 15.00;0,25;;
24.1.2022 16.00;0,99;;
24.1.2022 17.00;0,54;;
24.1.2022 18.00;0,58;;
24.1.2022 19.00;2,01;;
24.1.2022 20.00;1,19;;
24.1.2022 21.00;0,57;;
24.1.2022 22.00;4,09;;
24.1.2022 23.00;4,2;;
25.1.2022 0.00;3,68;;
25.1.2022 1.00;4,09;;
25.1.2022 2.00;0,8;;
25.1.2022 3.00;0,23;;
25.1.2022 4.00;0,81;;
25.1.2022 5.00;1,9;;
25.1.2022 6.00;1,47;;
25.1.2022 7.00;1,71;;
25.1.2022 8.00;1,16;;
25.1.2022 9.00;1,61;;
25.1.2022 10.00;1,6;;
25.1.2022 11.00;0,96;;
25.1.2022 12.00;0,43;;
25.1.2022 13.00;0,34;;
25.1.2022 14.00;0,34;;
25.1.2022 15.00;0,61;;
25.1.2022 16.00;1,69;;
25.1.2022 17.00;0,33;;
25.1.2022 18.00;0,35;;
25.1.2022 19.00;1,78;;
25.1.2022 20.00;2,24;;
25.1.2022 21.00;1,97;;
25.1.2022 22.00;3,2;;
25.1.2022 23.00;4,39;;
26.1.2022 0.00;4,19;;
26.1.2022 1.00;2,73;;
26.1.2022 2.00;1,57;;
26.1.2022 3.00;1,42;;
26.1.2022 4.00;0,73;;
26.1.2022 5.00;1,55;;
26.1.2022 6.00;2,51;;
26.1.2022 7.00;2,62;;
26.1.2022 8.00;1,57;;
26.1.2022 9.00;1,63;;
26.1.2022 10.00;1,55;;
26.1.2022 11.00;1,62;;
26.1.2022 12.00;1,45;;
26.1.2022 13.00;0,76;;
26.1.2022 14.00;1,76;;
26.1.2022 15.00;2,09;;
26.1.2022 16.00;1,86;;
26.1.2022 17.00;0,49;;
26.1.2022 18.00;0,87;;
26.1.2022 19.00;0,96;;
26.1.2022 20.00;1,19;;
26.1.2022 21.00;0,96;;
26.1.2022 22.00;3,64;;
26.1.2022 23.00;4,11;;
27.1.2022 0.00;3,6;;
27.1.2022 1.00;2,62;;
27.1.2022 2.00;0,29;;
27.1.2022 3.00;0,29;;
27.1.2022 4.00;0,82;;
27.1.2022 5.00;1,08;;
27.1.2022 6.00;0,76;;
27.1.2022 7.00;1,82;;
27.1.2022 8.00;1,35;;
27.1.2022 9.00;1,26;;
27.1.2022 10.00;1,33;;
27.1.2022 11.00;1,26;;
27.1.2022 12.00;1,06;;
27.1.2022 13.00;1,28;;
27.1.2022 14.00;1,16;;
27.1.2022 15.00;1,13;;
27.1.2022 16.00;1,45;;
27.1.2022 17.00;1,45;;
27.1.2022 18.00;1,46;;
27.1.2022 19.00;0,81;;
27.1.2022 20.00;1,29;;
27.1.2022 21.00;1,28;;
27.1.2022 22.00;3,31;;
27.1.2022 23.00;4,37;;
28.1.2022 0.00;4,45;;
28.1.2022 1.00;4,14;;
28.1.2022 2.00;1,06;;
28.1.2022 3.00;0,75;;
28.1.2022 4.00;1,14;;
28.1.2022 5.00;1,13;;
28.1.2022 6.00;1,33;;
28.1.2022 7.00;1,15;;
28.1.2022 8.00;1,7;;
28.1.2022 9.00;1,18;;
28.1.2022 10.00;1,15;;
28.1.2022 11.00;2,07;;
28.1.2022 12.00;2,2;;
28.1.2022 13.00;1,32;;
28.1.2022 14.00;1,28;;
28.1.2022 15.00;1,34;;
28.1.2022 16.00;1,82;;
28.1.2022 17.00;2,2;;
28.1.2022 18.00;2,48;;
28.1.2022 19.00;1,54;;
28.1.2022 20.00;1,53;;
28.1.2022 21.00;1,48;;
28.1.2022 22.00;1,64;;
28.1.2022 23.00;4,74;;
29.1.2022 0.00;4,24;;
29.1.2022 1.00;4,66;;
29.1.2022 2.00;3,92;;
29.1.2022 3.00;1,2;;
29.1.2022 4.00;0,31;;
29.1.2022 5.00;0,44;;
29.1.2022 6.00;0,62;;
29.1.2022 7.00;1,55;;
29.1.2022 8.00;2,35;;
29.1.2022 9.00;1,33;;
29.1.2022 10.00;0,81;;
29.1.2022 11.00;2,67;;
29.1.2022 12.00;2,35;;
29.1.2022 13.00;3,66;;
29.1.2022 14.00;2,62;;
29.1.2022 15.00;0,86;;
29.1.2022 16.00;4,27;;
29.1.2022 17.00;4,29;;
29.1.2022 18.00;3,64;;
29.1.2022 19.00;4,3;;
29.1.2022 20.00;4,96;;
29.1.2022 21.00;2,8;;
29.1.2022 22.00;1,66;;
29.1.2022 23.00;1,71;;
30.1.2022 0.00;0,92;;
30.1.2022 1.00;0,57;;
30.1.2022 2.00;1,11;;
30.1.2022 3.00;1,23;;
30.1.2022 4.00;0,85;;
30.1.2022 5.00;0,25;;
30.1.2022 6.00;0,8;;
30.1.2022 7.00;1,13;;
30.1.2022 8.00;2,49;;
30.1.2022 9.00;1,88;;
30.1.2022 10.00;3,15;;
30.1.2022 11.00;3,16;;
30.1.2022 12.00;4,53;;
30.1.2022 13.00;2,27;;
30.1.2022 14.00;2,92;;
30.1.2022 15.00;4,2;;
30.1.2022 16.00;2,4;;
30.1.2022 17.00;2,78;;
30.1.2022 18.00;1,99;;
30.1.2022 19.00;2,1;;
30.1.2022 20.00;1,89;;
30.1.2022 21.00;2,12;;
30.1.2022 22.00;3,68;;
30.1.2022 23.00;4,87;;
31.1.2022 0.00;3,49;;
31.1.2022 1.00;2,18;;
31.1.2022 2.00;1,83;;
31.1.2022 3.00;1,98;;
31.1.2022 4.00;1,93;;
31.1.2022 5.00;2,62;;
31.1.2022 6.00;2,34;;
31.1.2022 7.00;2,2;;
31.1.2022 8.00;2,49;;
31.1.2022 9.00;3,22;;
31.1.2022 10.00;2,21;;
31.1.2022 11.00;2,22;;
31.1.2022 12.00;1,69;;
31.1.2022 13.00;2,19;;
31.1.2022 14.00;2,17;;
31.1.2022 15.00;2,42;;
31.1.2022 16.00;3,15;;
31.1.2022 17.00;3,83;;
31.1.2022 18.00;3,47;;
31.1.2022 19.00;2,32;;
31.1.2022 20.00;2,1;;
31.1.2022 21.00;2,1;;
31.1.2022 22.00;4,23;;
31.1.2022 23.00;5,78;;
1.2.2022 0.00;5,62;;
1.2.2022 1.00;5,47;;
1.2.2022 2.00;2,92;;
1.2.2022 3.00;1,77;;
1.2.2022 4.00;1,55;;
1.2.2022 5.00;2,58;;
1.2.2022 6.00;2,64;;
1.2.2022 7.00;1,99;;
1.2.2022 8.00;2,33;;
1.2.2022 9.00;2,8;;
1.2.2022 10.00;2,23;;
1.2.2022 11.00;2,39;;
1.2.2022 12.00;2,63;;
1.2.2022 13.00;2,17;;
1.2.2022 14.00;1,33;;
1.2.2022 15.00;2,06;;
1.2.2022 16.00;2,63;;
1.2.2022 17.00;2,15;;
1.2.2022 18.00;2,33;;
1.2.2022 19.00;1,98;;
1.2.2022 20.00;1,93;;
1.2.2022 21.00;1,78;;
1.2.2022 22.00;2,02;;
1.2.2022 23.00;5,44;;
2.2.2022 0.00;4,94;;
2.2.2022 1.00;5,04;;
2.2.2022 2.00;2,46;;
2.2.2022 3.00;1,16;;
2.2.2022 4.00;1,35;;
2.2.2022 5.00;1,4;;
2.2.2022 6.00;1,33;;
2.2.2022 7.00;1,54;;
2.2.2022 8.00;2,38;;
2.2.2022 9.00;1,71;;
2.2.2022 10.00;1,52;;
2.2.2022 11.00;1,5;;
2.2.2022 12.00;1,62;;
2.2.2022 13.00;1,64;;
2.2.2022 14.00;1,69;;
2.2.2022 15.00;0,96;;
2.2.2022 16.00;1,76;;
2.2.2022 17.00;2,35;;
2.2.2022 18.00;2,78;;
2.2.2022 19.00;2,68;;
2.2.2022 20.00;2,63;;
2.2.2022 21.00;2,91;;
2.2.2022 22.00;4,9;;
2.2.2022 23.00;5,98;;
3.2.2022 0.00;4,72;;
3.2.2022 1.00;1,75;;
3.2.2022 2.00;1,57;;
3.2.2022 3.00;1,75;;
3.2.2022 4.00;2,16;;
3.2.2022 5.00;2,2;;
3.2.2022 6.00;2,39;;
3.2.2022 7.00;1,97;;
3.2.2022 8.00;1,65;;
3.2.2022 9.00;1,74;;
3.2.2022 10.00;1,77;;
3.2.2022 11.00;2,3;;
3.2.2022 12.00;2,28;;
3.2.2022 13.00;2,21;;
3.2.2022 14.00;2,61;;
3.2.2022 15.00;3,07;;
3.2.2022 16.00;4,2;;
3.2.2022 17.00;2,21;;
3.2.2022 18.00;2,24;;
3.2.2022 19.00;2,88;;
3.2.2022 20.00;2,88;;
3.2.2022 21.00;3,46;;
3.2.2022 22.00;3,88;;
3.2.2022 23.00;6,17;;
4.2.2022 0.00;6,02;;
4.2.2022 1.00;5,83;;
4.2.2022 2.00;5,21;;
4.2.2022 3.00;2,45;;
4.2.2022 4.00;2,1;;
4.2.2022 5.00;2,35;;
4.2.2022 6.00;2,83;;
4.2.2022 7.00;2,54;;
4.2.2022 8.00;2,34;;
4.2.2022 9.00;2,7;;
4.2.2022 10.00;2,4;;
4.2.2022 11.00;2,34;;
4.2.2022 12.00;2,48;;
4.2.2022 13.00;2,05;;
4.2.2022 14.00;2,24;;
4.2.2022 15.00;2,06;;
4.2.2022 16.00;1,99;;
4.2.2022 17.00;2,05;;
4.2.2022 18.00;2,19;;
4.2.2022 19.00;2,09;;
4.2.2022 20.00;1,69;;
4.2.2022 21.00;2,42;;
4.2.2022 22.00;3,79;;
4.2.2022 23.00;5,15;;
5.2.2022 0.00;3,83;;
5.2.2022 1.00;3,06;;
5.2.2022 2.00;0,28;;
5.2.2022 3.00;0,5;;
5.2.2022 4.00;1,35;;
5.2.2022 5.00;1,17;;
5.2.2022 6.00;1,05;;
5.2.2022 7.00;0,27;;
5.2.2022 8.00;0,84;;
5.2.2022 9.00;1,76;;
5.2.2022 10.00;1,57;;
5.2.2022 11.00;2,22;;
5.2.2022 12.00;1,86;;
5.2.2022 13.00;1,28;;
5.2.2022 14.00;1,14;;
5.2.2022 15.00;1,47;;
5.2.2022 16.00;1,52;;
5.2.2022 17.00;2,42;;
5.2.2022 18.00;2,73;;
5.2.2022 19.00;3,95;;
5.2.2022 20.00;2;;
5.2.2022 21.00;1,55;;
5.2.2022 22.00;5,29;;
5.2.2022 23.00;4,74;;
6.2.2022 0.00;4,14;;
6.2.2022 1.00;1,91;;
6.2.2022 2.00;0,25;;
6.2.2022 3.00;0,38;;
6.2.2022 4.00;0,26;;
6.2.2022 5.00;0,28;;
6.2.2022 6.00;0,97;;
6.2.2022 7.00;1,32;;
6.2.2022 8.00;1,45;;
6.2.2022 9.00;0,82;;
6.2.2022 10.00;0,43;;
6.2.2022 11.00;1,8;;
6.2.2022 12.00;1,67;;
6.2.2022 13.00;1,37;;
6.2.2022 14.00;0,67;;
6.2.2022 15.00;1,11;;
6.2.2022 16.00;1,44;;
6.2.2022 17.00;3,62;;
6.2.2022 18.00;1,89;;
6.2.2022 19.00;2,27;;
6.2.2022 20.00;2,07;;
6.2.2022 21.00;0,64;;
6.2.2022 22.00;2,51;;
6.2.2022 23.00;4,91;;
7.2.2022 0.00;4,5;;
7.2.2022 1.00;3,36;;
7.2.2022 2.00;2,15;;
7.2.2022 3.00;1,26;;
7.2.2022 4.00;0,95;;
7.2.2022 5.00;0,9;;
7.2.2022 6.00;0,36;;
7.2.2022 7.00;0,68;;
7.2.2022 8.00;0,58;;
7.2.2022 9.00;0,29;;
7.2.2022 10.00;0,28;;
7.2.2022 11.00;0,3;;
7.2.2022 12.00;1,64;;
7.2.2022 13.00;1,31;;
7.2.2022 14.00;1,02;;
7.2.2022 15.00;0,76;;
7.2.2022 16.00;1,62;;
7.2.2022 17.00;1,19;;
7.2.2022 18.00;1,1;;
7.2.2022 19.00;0,58;;
7.2.2022 20.00;0,65;;
7.2.2022 21.00;1,63;;
7.2.2022 22.00;2,73;;
7.2.2022 23.00;4,47;;
8.2.2022 0.00;4,28;;
8.2.2022 1.00;3,76;;
8.2.2022 2.00;2,99;;
8.2.2022 3.00;0,41;;
8.2.2022 4.00;0,46;;
8.2.2022 5.00;0,54;;
8.2.2022 6.00;0,66;;
8.2.2022 7.00;1,53;;
8.2.2022 8.00;0,63;;
8.2.2022 9.00;0,67;;
8.2.2022 10.00;1,14;;
8.2.2022 11.00;1,85;;
8.2.2022 12.00;1,53;;
8.2.2022 13.00;1,36;;
8.2.2022 14.00;1,24;;
8.2.2022 15.00;1,45;;
8.2.2022 16.00;1,81;;
8.2.2022 17.00;1,5;;
8.2.2022 18.00;0,89;;
8.2.2022 19.00;1,42;;
8.2.2022 20.00;1,36;;
8.2.2022 21.00;2,07;;
8.2.2022 22.00;1,76;;
8.2.2022 23.00;4,41;;
9.2.2022 0.00;5,21;;
9.2.2022 1.00;4,35;;
9.2.2022 2.00;4,12;;
9.2.2022 3.00;0,52;;
9.2.2022 4.00;0,24;;
9.2.2022 5.00;0,23;;
9.2.2022 6.00;0,5;;
9.2.2022 7.00;1,63;;
9.2.2022 8.00;1,54;;
9.2.2022 9.00;1,53;;
9.2.2022 10.00;0,37;;
9.2.2022 11.00;1,36;;
9.2.2022 12.00;1,09;;
9.2.2022 13.00;0,87;;
9.2.2022 14.00;0,94;;
9.2.2022 15.00;1,51;;
9.2.2022 16.00;0,73;;
9.2.2022 17.00;0,92;;
9.2.2022 18.00;0,74;;
9.2.2022 19.00;0,79;;
9.2.2022 20.00;1,01;;
9.2.2022 21.00;1,36;;
9.2.2022 22.00;2,36;;
9.2.2022 23.00;4,9;;
10.2.2022 0.00;4,13;;
10.2.2022 1.00;3,82;;
10.2.2022 2.00;2,43;;
10.2.2022 3.00;1,34;;
10.2.2022 4.00;1,14;;
10.2.2022 5.00;1,32;;
10.2.2022 6.00;2,1;;
10.2.2022 7.00;1,72;;
10.2.2022 8.00;1,21;;
10.2.2022 9.00;1,14;;
10.2.2022 10.00;1,31;;
10.2.2022 11.00;0,53;;
10.2.2022 12.00;0,99;;
10.2.2022 13.00;1,3;;
10.2.2022 14.00;1,75;;
10.2.2022 15.00;1,86;;
10.2.2022 16.00;1,3;;
10.2.2022 17.00;1,31;;
10.2.2022 18.00;1,25;;
10.2.2022 19.00;0,99;;
10.2.2022 20.00;1,15;;
10.2.2022 21.00;1,36;;
10.2.2022 22.00;1,81;;
10.2.2022 23.00;5,13;;
11.2.2022 0.00;4,19;;
11.2.2022 1.00;3,42;;
11.2.2022 2.00;1,48;;
11.2.2022 3.00;1,21;;
11.2.2022 4.00;1,31;;
11.2.2022 5.00;0,83;;
11.2.2022 6.00;0,25;;
11.2.2022 7.00;1,5;;
11.2.2022 8.00;3,28;;
11.2.2022 9.00;1,82;;
11.2.2022 10.00;1,76;;
11.2.2022 11.00;0,74;;
11.2.2022 12.00;1,33;;
11.2.2022 13.00;1,66;;
11.2.2022 14.00;1,65;;
11.2.2022 15.00;1,24;;
11.2.2022 16.00;1,88;;
11.2.2022 17.00;3,64;;
11.2.2022 18.00;1,88;;
11.2.2022 19.00;1,4;;
11.2.2022 20.00;1,72;;
11.2.2022 21.00;1,79;;
11.2.2022 22.00;2,55;;
11.2.2022 23.00;5,42;;
12.2.2022 0.00;4,79;;
12.2.2022 1.00;3,14;;
12.2.2022 2.00;1,68;;
12.2.2022 3.00;1,8;;
12.2.2022 4.00;1,68;;
12.2.2022 5.00;1,33;;
12.2.2022 6.00;1,77;;
12.2.2022 7.00;1,69;;
12.2.2022 8.00;1,15;;
12.2.2022 9.00;1,89;;
12.2.2022 10.00;1,78;;
12.2.2022 11.00;2,2;;
12.2.2022 12.00;1,2;;
12.2.2022 13.00;2,11;;
12.2.2022 14.00;1,9;;
12.2.2022 15.00;1,31;;
12.2.2022 16.00;0,83;;
12.2.2022 17.00;1,01;;
12.2.2022 18.00;1,39;;
12.2.2022 19.00;1,35;;
12.2.2022 20.00;0,5;;
12.2.2022 21.00;1,21;;
12.2.2022 22.00;2,3;;
12.2.2022 23.00;5,31;;
13.2.2022 0.00;2,89;;
13.2.2022 1.00;1,96;;
13.2.2022 2.00;2,61;;
13.2.2022 3.00;1,3;;
13.2.2022 4.00;1,19;;
13.2.2022 5.00;1,57;;
13.2.2022 6.00;1,61;;
13.2.2022 7.00;1,25;;
13.2.2022 8.00;1,58;;
13.2.2022 9.00;1,75;;
13.2.2022 10.00;1,36;;
13.2.2022 11.00;1,45;;
13.2.2022 12.00;2,05;;
13.2.2022 13.00;1,66;;
13.2.2022 14.00;2,37;;
13.2.2022 15.00;3,6;;
13.2.2022 16.00;2,44;;
13.2.2022 17.00;2,51;;
13.2.2022 18.00;1,65;;
13.2.2022 19.00;1,42;;
13.2.2022 20.00;1,53;;
13.2.2022 21.00;1,16;;
13.2.2022 22.00;4,18;;
13.2.2022 23.00;3,58;;
14.2.2022 0.00;3,22;;
14.2.2022 1.00;0,23;;
14.2.2022 2.00;0,39;;
14.2.2022 3.00;0,23;;
14.2.2022 4.00;0,41;;
14.2.2022 5.00;1,33;;
14.2.2022 6.00;1,92;;
14.2.2022 7.00;1,4;;
14.2.2022 8.00;1,77;;
14.2.2022 9.00;1,67;;
14.2.2022 10.00;1,52;;
14.2.2022 11.00;0,78;;
14.2.2022 12.00;1,55;;
14.2.2022 13.00;1,82;;
14.2.2022 14.00;1,59;;
14.2.2022 15.00;1,43;;
14.2.2022 16.00;2,3;;
14.2.2022 17.00;2,06;;
14.2.2022 18.00;1,95;;
14.2.2022 19.00;2,16;;
14.2.2022 20.00;2,69;;
14.2.2022 21.00;2,42;;
14.2.2022 22.00;2,85;;
14.2.2022 23.00;5,88;;
15.2.2022 0.00;5,37;;
15.2.2022 1.00;4,71;;
15.2.2022 2.00;3,49;;
15.2.2022 3.00;2,01;;
15.2.2022 4.00;1,58;;
15.2.2022 5.00;1,91;;
15.2.2022 6.00;2,8;;
15.2.2022 7.00;2,43;;
15.2.2022 8.00;2,19;;
15.2.2022 9.00;2,2;;
15.2.2022 10.00;1,88;;
15.2.2022 11.00;2,63;;
15.2.2022 12.00;1,94;;
15.2.2022 13.00;1,36;;
15.2.2022 14.00;0,35;;
15.2.2022 15.00;0,82;;
15.2.2022 16.00;2,28;;
15.2.2022 17.00;1,95;;
15.2.2022 18.00;1,9;;
15.2.2022 19.00;1,65;;
15.2.2022 20.00;1,88;;
15.2.2022 21.00;1,89;;
15.2.2022 22.00;5,27;;
15.2.2022 23.00;5,68;;
16.2.2022 0.00;4,99;;
16.2.2022 1.00;2,56;;
16.2.2022 2.00;1,61;;
16.2.2022 3.00;1,72;;
16.2.2022 4.00;1,4;;
16.2.2022 5.00;1,65;;
16.2.2022 6.00;1,8;;
16.2.2022 7.00;2,2;;
16.2.2022 8.00;2,52;;
16.2.2022 9.00;1,78;;
16.2.2022 10.00;1,56;;
16.2.2022 11.00;1,47;;
16.2.2022 12.00;2,53;;
16.2.2022 13.00;2,06;;
16.2.2022 14.00;1,54;;
16.2.2022 15.00;2,45;;
16.2.2022 16.00;3,06;;
16.2.2022 17.00;1,61;;
16.2.2022 18.00;1,52;;
16.2.2022 19.00;1,85;;
16.2.2022 20.00;2,45;;
16.2.2022 21.00;1,71;;
16.2.2022 22.00;2,27;;
16.2.2022 23.00;5,37;;
17.2.2022 0.00;5,1;;
17.2.2022 1.00;4,06;;
17.2.2022 2.00;1,24;;
17.2.2022 3.00;1,18;;
17.2.2022 4.00;1,19;;
17.2.2022 5.00;1,15;;
17.2.2022 6.00;1,57;;
17.2.2022 7.00;1,34;;
17.2.2022 8.00;1,31;;
17.2.2022 9.00;1,81;;
17.2.2022 10.00;1,72;;
17.2.2022 11.00;1,6;;
17.2.2022 12.00;0,9;;
17.2.2022 13.00;0,74;;
17.2.2022 14.00;0,31;;
17.2.2022 15.00;1,28;;
17.2.2022 16.00;1,7;;
17.2.2022 17.00;1,7;;
17.2.2022 18.00;1,53;;
17.2.2022 19.00;2,55;;
17.2.2022 20.00;2,56;;
17.2.2022 21.00;2,12;;
17.2.2022 22.00;3,59;;
17.2.2022 23.00;5,18;;
18.2.2022 0.00;4,91;;
18.2.2022 1.00;4,45;;
18.2.2022 2.00;2,52;;
18.2.2022 3.00;1,4;;
18.2.2022 4.00;1,32;;
18.2.2022 5.00;1,38;;
18.2.2022 6.00;2,38;;
18.2.2022 7.00;2,14;;
18.2.2022 8.00;1,53;;
18.2.2022 9.00;1,51;;
18.2.2022 10.00;1,36;;
18.2.2022 11.00;1,48;;
18.2.2022 12.00;1,31;;
18.2.2022 13.00;1,38;;
18.2.2022 14.00;1,48;;
18.2.2022 15.00;2,44;;
18.2.2022 16.00;1,27;;
18.2.2022 17.00;1,3;;
18.2.2022 18.00;1,35;;
18.2.2022 19.00;1,42;;
18.2.2022 20.00;1,37;;
18.2.2022 21.00;1,29;;
18.2.2022 22.00;1,99;;
18.2.2022 23.00;4,82;;
19.2.2022 0.00;2,11;;
19.2.2022 1.00;1,89;;
19.2.2022 2.00;1,4;;
19.2.2022 3.00;1,4;;
19.2.2022 4.00;1,43;;
19.2.2022 5.00;1,43;;
19.2.2022 6.00;2,22;;
19.2.2022 7.00;1,53;;
19.2.2022 8.00;1,4;;
19.2.2022 9.00;1,34;;
19.2.2022 10.00;1,52;;
19.2.2022 11.00;1,53;;
19.2.2022 12.00;1,41;;
19.2.2022 13.00;1,52;;
19.2.2022 14.00;1,45;;
19.2.2022 15.00;1,41;;
19.2.2022 16.00;1,34;;
19.2.2022 17.00;1,43;;
19.2.2022 18.00;1,41;;
19.2.2022 19.00;1,43;;
19.2.2022 20.00;1,37;;
19.2.2022 21.00;1,34;;
19.2.2022 22.00;3,66;;
19.2.2022 23.00;2,19;;
20.2.2022 0.00;2,15;;
20.2.2022 1.00;2,23;;
20.2.2022 2.00;1,43;;
20.2.2022 3.00;1,37;;
20.2.2022 4.00;1,38;;
20.2.2022 5.00;1,53;;
20.2.2022 6.00;2,05;;
20.2.2022 7.00;1,52;;
20.2.2022 8.00;1,55;;
20.2.2022 9.00;1,21;;
20.2.2022 10.00;1,58;;
20.2.2022 11.00;1,44;;
20.2.2022 12.00;1,39;;
20.2.2022 13.00;1,51;;
20.2.2022 14.00;1,54;;
20.2.2022 15.00;1,58;;
20.2.2022 16.00;1,35;;
20.2.2022 17.00;1,74;;
20.2.2022 18.00;2,35;;
20.2.2022 19.00;1,99;;
20.2.2022 20.00;1,96;;
20.2.2022 21.00;1,79;;
20.2.2022 22.00;3,15;;
20.2.2022 23.00;5,57;;
21.2.2022 0.00;5,73;;
21.2.2022 1.00;4,05;;
21.2.2022 2.00;2,31;;
21.2.2022 3.00;2,04;;
21.2.2022 4.00;1,71;;
21.2.2022 5.00;1,48;;
21.2.2022 6.00;2,59;;
21.2.2022 7.00;2,07;;
21.2.2022 8.00;1,17;;
21.2.2022 9.00;1,62;;
21.2.2022 10.00;1,43;;
21.2.2022 11.00;1,46;;
21.2.2022 12.00;0,46;;
21.2.2022 13.00;0,31;;
21.2.2022 14.00;1,54;;
21.2.2022 15.00;2,4;;
21.2.2022 16.00;2,17;;
21.2.2022 17.00;1,81;;
21.2.2022 18.00;1,94;;
21.2.2022 19.00;2,32;;
21.2.2022 20.00;2,22;;
21.2.2022 21.00;2,3;;
21.2.2022 22.00;4,48;;
21.2.2022 23.00;5,7;;
22.2.2022 0.00;5,5;;
22.2.2022 1.00;5,55;;
22.2.2022 2.00;3,49;;
22.2.2022 3.00;1,81;;
22.2.2022 4.00;2,01;;
22.2.2022 5.00;2,75;;
22.2.2022 6.00;2,49;;
22.2.2022 7.00;2,57;;
22.2.2022 8.00;2,7;;
22.2.2022 9.00;2,13;;
22.2.2022 10.00;2,07;;
22.2.2022 11.00;2,26;;
22.2.2022 12.00;1,65;;
22.2.2022 13.00;0,32;;
22.2.2022 14.00;0,54;;
22.2.2022 15.00;0,99;;
22.2.2022 16.00;1,91;;
22.2.2022 17.00;2,56;;
22.2.2022 18.00;2,46;;
22.2.2022 19.00;0,9;;
22.2.2022 20.00;2,23;;
22.2.2022 21.00;2,53;;
22.2.2022 22.00;4,06;;
22.2.2022 23.00;5,05;;
23.2.2022 0.00;5,76;;
23.2.2022 1.00;5,58;;
23.2.2022 2.00;4,5;;
23.2.2022 3.00;1,8;;
23.2.2022 4.00;1,86;;
23.2.2022 5.00;2,31;;
